CMI,5.25,8.41B,36.63B,Before Market Open,Thursday, August 3, 2023
ADDYY,-0.2312,5.59B,35.86B,Before Market Open,Thursday, August 3, 2023
SCMWY,0.8947,3.09B,33.58B,Before Market Open,Thursday, August 3, 2023
ED,0.6025,3.3B,33.14B,After Market Close,Thursday, August 3, 2023
RSMDF,0.1673,1.14B,32.82B,After Market Close,Thursday, August 3, 2023
RMD,1.67,1.14B,32.82B,After Market Close,Thursday, August 3, 2023
WBD,-0.3428,10.45B,31.16B,Before Market Open,Thursday, August 3, 2023
CEG,0.8526,4.55B,31.06B,Before Market Open,Thursday, August 3, 2023
EXR,1.52,533.27M,30.98B,After Market Close,Thursday, August 3, 2023
BDRFY,--,2.61B,29.78B,Before Market Open,Thursday, August 3, 2023
APTV,1.01,4.83B,29.53B,After Market Close,Thursday, August 3, 2023
CCEP,0.97,4.76B,29.34B,Before Market Open,Thursday, August 3, 2023
VMC,1.92,2.05B,29.3B,Before Market Open,Thursday, August 3, 2023
PWR,1.64,4.71B,29.1B,Before Market Open,Thursday, August 3, 2023
SSUMY,0.7243,10.36B,26.30B,After Market Close,Thursday, August 3, 2023
BBD,0.0866,6.13B,26.28B,After Market Close,Thursday, August 3, 2023
GMAB,0.289,594.86M,26.12B,After Market Close,Thursday, August 3, 2023
CQP,0.8242,2.29B,24.86B,After Market Close,Thursday, August 3, 2023
ALNY,-1.52,332.83M,24.82B,Before Market Open,Thursday, August 3, 2023
CKHUY,--,--,23.81B,After Market Close,Thursday, August 3, 2023
K,1.11,4.07B,23.16B,Before Market Open,Thursday, August 3, 2023
VEOEY,0.495,11.92B,23.02B,Before Market Open,Thursday, August 3, 2023
COIN,-0.7584,628.98M,22.23B,After Market Close,Thursday, August 3, 2023
NET,0.0745,305.57M,22.21B,After Market Close,Thursday, August 3, 2023
SCGLY,0.2049,7.13B,22.18B,Before Market Open,Thursday, August 3, 2023
RKT,-0.0441,992.05M,21.4B,After Market Close,Thursday, August 3, 2023
RYCEY,0.084,--,20.87B,After Market Close,Thursday, August 3, 2023
FCNCA,45.92,2.33B,20.61B,Before Market Open,Thursday, August 3, 2023
FRFHF,32.97,7.69B,20.06B,After Market Close,Thursday, August 3, 2023
VTR,0.0217,1.09B,19.41B,After Market Close,Thursday, August 3, 2023
BALL,0.6063,3.85B,18.48B,Before Market Open,Thursday, August 3, 2023
TRGP,1.24,4.48B,18.22B,Before Market Open,Thursday, August 3, 2023
EXPE,2.35,3.37B,17.79B,After Market Close,Thursday, August 3, 2023
IRM,0.3339,1.35B,17.66B,Before Market Open,Thursday, August 3, 2023
WLK,2.92,3.5B,17.5B,Before Market Open,Thursday, August 3, 2023
PBA,0.4444,1.69B,17.15B,After Market Close,Thursday, August 3, 2023
BIP,0.1642,1.22B,16.41B,Before Market Open,Thursday, August 3, 2023
ENTG,0.567,886.81M,16.24B,Before Market Open,Thursday, August 3, 2023
DKNG,-0.2539,750.16M,14.96B,After Market Close,Thursday, August 3, 2023
LNT,0.5829,887.14M,13.55B,After Market Close,Thursday, August 3, 2023
EPAM,2.34,1.16B,13.37B,After Market Close,Thursday, August 3, 2023
SNN,0.81,1.37B,13.32B,Before Market Open,Thursday, August 3, 2023
MMP,1.11,854.94M,13.28B,Before Market Open,Thursday, August 3, 2023
H,0.8497,1.68B,13.22B,Before Market Open,Thursday, August 3, 2023
TRMB,0.5875,974.16M,13.15B,Before Market Open,Thursday, August 3, 2023
IVPAF,0.0929,88M,12.63B,Before Market Open,Thursday, August 3, 2023
PCTY,1.15,301.6M,12.62B,After Market Close,Thursday, August 3, 2023
GEN,0.46,946M,12.48B,After Market Close,Thursday, August 3, 2023
BIOb,2.64,697.96M,12.19B,After Market Close,Thursday, August 3, 2023
BIO,2.68,697.96M,12.19B,After Market Close,Thursday, August 3, 2023
FND,0.654,1.15B,12.11B,After Market Close,Thursday, August 3, 2023
DLAKY,0.7024,10.84B,11.89B,Before Market Open,Thursday, August 3, 2023
TFX,3.21,729.88M,11.85B,Before Market Open,Thursday, August 3, 2023
CPT,0.3629,383.99M,11.76B,After Market Close,Thursday, August 3, 2023
GDDY,0.5632,1.05B,11.52B,After Market Close,Thursday, August 3, 2023
RYAN,0.4432,574.78M,11.37B,After Market Close,Thursday, August 3, 2023
OTEX,0.858,1.49B,11.32B,After Market Close,Thursday, August 3, 2023
NWS,0.0851,2.48B,11.13B,After Market Close,Thursday, August 3, 2023
NWSA,0.0851,2.48B,11.13B,After Market Close,Thursday, August 3, 2023
REG,0.494,313.82M,11.11B,After Market Close,Thursday, August 3, 2023
BKI,0.495,376.55M,10.95B,Before Market Open,Thursday, August 3, 2023
BRKR,0.4863,647.82M,10.15B,Before Market Open,Thursday, August 3, 2023
LAMR,1.4,535M,10.03B,Before Market Open,Thursday, August 3, 2023
DINO,2.2,7.31B,9.92B,Before Market Open,Thursday, August 3, 2023
CUBE,0.4204,262.28M,9.79B,After Market Close,Thursday, August 3, 2023
WMS,1.54,747M,9.69B,Before Market Open,Thursday, August 3, 2023
PNW,1.21,1.2B,9.49B,Before Market Open,Thursday, August 3, 2023
AHKSY,0.177,4.73B,9.44B,After Market Close,Thursday, August 3, 2023
RGA,4.15,4.3B,9.42B,After Market Close,Thursday, August 3, 2023
CGNX,0.2575,237.76M,9.33B,After Market Close,Thursday, August 3, 2023
DBX,0.4551,614.2M,9.31B,After Market Close,Thursday, August 3, 2023
HII,3.12,2.67B,9.19B,Before Market Open,Thursday, August 3, 2023
DVA,1.71,2.95B,9.16B,After Market Close,Thursday, August 3, 2023
MTZ,0.854,3B,9.07B,After Market Close,Thursday, August 3, 2023
ZLNDY,0.1585,2.77B,8.94B,Before Market Open,Thursday, August 3, 2023
WCC,4.45,5.94B,8.79B,Before Market Open,Thursday, August 3, 2023
XRAY,0.4293,998.96M,8.72B,Before Market Open,Thursday, August 3, 2023
HAS,0.5632,1.11B,8.69B,Before Market Open,Thursday, August 3, 2023
BLD,4.38,1.27B,8.66B,Before Market Open,Thursday, August 3, 2023
COLD,-0.0017,695.46M,8.64B,After Market Close,Thursday, August 3, 2023
DLB,0.2778,301.66M,8.45B,After Market Close,Thursday, August 3, 2023
WRK,0.4916,5.18B,8.45B,Before Market Open,Thursday, August 3, 2023
W,-0.761,3.08B,8.21B,Before Market Open,Thursday, August 3, 2023
ITT,1.18,795.91M,8.15B,Before Market Open,Thursday, August 3, 2023
MIDD,2.36,1.04B,8.11B,Before Market Open,Thursday, August 3, 2023
ARW,4.34,8.73B,7.94B,Before Market Open,Thursday, August 3, 2023
JLL,2.14,5.07B,7.92B,Before Market Open,Thursday, August 3, 2023
TPX,0.5634,1.24B,7.91B,Before Market Open,Thursday, August 3, 2023
AGL,-0.0196,1.11B,7.83B,After Market Close,Thursday, August 3, 2023
BERY,2,3.44B,7.78B,After Market Close,Thursday, August 3, 2023
KRTX,-2.76,416.88K,7.64B,Before Market Open,Thursday, August 3, 2023
TXG,-0.3996,139.97M,7.31B,After Market Close,Thursday, August 3, 2023
SWN,0.0631,1.5B,7.09B,After Market Close,Thursday, August 3, 2023
OLED,0.7517,129.15M,6.80B,After Market Close,Thursday, August 3, 2023
CIGc,0.0999,1.78B,6.76B,After Market Close,Thursday, August 3, 2023
AHEXY,0.4542,6.43B,6.76B,After Market Close,Thursday, August 3, 2023
CIG,0.0499,1.78B,6.76B,After Market Close,Thursday, August 3, 2023
HLTOY,0.1315,935.96M,6.68B,Before Market Open,Thursday, August 3, 2023
APG,0.3976,1.77B,6.65B,Before Market Open,Thursday, August 3, 2023
MUR,0.8007,785.25M,6.63B,Before Market Open,Thursday, August 3, 2023
TKR,2.08,1.3B,6.63B,Before Market Open,Thursday, August 3, 2023
STWD,0.485,522.33M,6.5B,Before Market Open,Thursday, August 3, 2023
CLVT,0.1923,673.97M,6.4B,Before Market Open,Thursday, August 3, 2023
BWXT,0.5949,558.25M,6.28B,After Market Close,Thursday, August 3, 2023
GMED,0.5913,279.53M,6.11B,After Market Close,Thursday, August 3, 2023
PBF,2.22,8.94B,6.01B,Before Market Open,Thursday, August 3, 2023
LNTH,1.31,305.88M,6.01B,Before Market Open,Thursday, August 3, 2023
ALTR,0.1379,139.06M,5.98B,After Market Close,Thursday, August 3, 2023
PLNT,0.5452,252.31M,5.88B,Before Market Open,Thursday, August 3, 2023
DXC,0.8217,3.56B,5.84B,After Market Close,Thursday, August 3, 2023
ADT,0.0621,1.66B,5.8B,After Market Close,Thursday, August 3, 2023
RHP,1.23,511.33M,5.64B,After Market Close,Thursday, August 3, 2023
WK,-0.0781,153.4M,5.6B,After Market Close,Thursday, August 3, 2023
AAON,0.65,276.08M,5.59B,After Market Close,Thursday, August 3, 2023
SNDR,0.437,1.43B,5.57B,Before Market Open,Thursday, August 3, 2023
BBIO,-0.7988,2.99M,5.56B,After Market Close,Thursday, August 3, 2023
FOUR,0.5241,224.79M,5.54B,Before Market Open,Thursday, August 3, 2023
GIL,0.6134,818.55M,5.47B,Before Market Open,Thursday, August 3, 2023
POWI,0.3383,122.52M,5.46B,After Market Close,Thursday, August 3, 2023
POST,0.9575,1.84B,5.42B,After Market Close,Thursday, August 3, 2023
BZZUY,--,--,5.39B,After Market Close,Thursday, August 3, 2023
BECN,2.27,2.49B,5.37B,After Market Close,Thursday, August 3, 2023
SHC,0.1743,258.93M,5.28B,Before Market Open,Thursday, August 3, 2023
NTRA,-1.09,241.53M,5.24B,After Market Close,Thursday, August 3, 2023
BIPC,--,--,5.21B,Before Market Open,Thursday, August 3, 2023
IDA,1.3,353.51M,5.19B,Before Market Open,Thursday, August 3, 2023
DNB,0.2114,547.95M,5.18B,Before Market Open,Thursday, August 3, 2023
PHI,0.5945,--,5.17B,After Market Close,Thursday, August 3, 2023
HGV,0.795,998.58M,5.11B,Before Market Open,Thursday, August 3, 2023
WIX,0.5748,382.6M,5.04B,Before Market Open,Thursday, August 3, 2023
RRR,0.4723,419.6M,5.01B,After Market Close,Thursday, August 3, 2023
QLYS,1.02,135.48M,5.01B,After Market Close,Thursday, August 3, 2023
MTSI,0.5379,147.35M,4.88B,Before Market Open,Thursday, August 3, 2023
NSIT,2.63,2.44B,4.82B,Before Market Open,Thursday, August 3, 2023
VNT,0.6531,750.35M,4.79B,Before Market Open,Thursday, August 3, 2023
AL,1.11,661.51M,4.63B,After Market Close,Thursday, August 3, 2023
BDRBF,0.3078,1.7B,4.62B,Before Market Open,Thursday, August 3, 2023
FOXF,1.13,401.67M,4.60B,After Market Close,Thursday, August 3, 2023
GH,-1.22,129.41M,4.55B,After Market Close,Thursday, August 3, 2023
AEIS,1.05,412.65M,4.55B,After Market Close,Thursday, August 3, 2023
MDU,0.44,1.75B,4.48B,Before Market Open,Thursday, August 3, 2023
CRUS,0.411,286.91M,4.47B,After Market Close,Thursday, August 3, 2023
LTHM,0.474,253.89M,4.42B,After Market Close,Thursday, August 3, 2023
NJR,-0.0334,547.71M,4.33B,Before Market Open,Thursday, August 3, 2023
VC,1.6,984.52M,4.32B,Before Market Open,Thursday, August 3, 2023
DOCN,0.4068,169.96M,4.28B,After Market Close,Thursday, August 3, 2023
DEN,1.25,352.06M,4.28B,After Market Close,Thursday, August 3, 2023
MP,0.0602,61.3M,4.23B,After Market Close,Thursday, August 3, 2023
AMN,2.13,987.71M,4.22B,After Market Close,Thursday, August 3, 2023
FOCS,0.96,577.9M,4.11B,Before Market Open,Thursday, August 3, 2023
BDC,1.77,687.49M,4.03B,Before Market Open,Thursday, August 3, 2023
CABO,12.42,421.04M,4.03B,After Market Close,Thursday, August 3, 2023
ESGR,--,--,3.97B,After Market Close,Thursday, August 3, 2023
FOLD,-0.1149,89.83M,3.86B,After Market Close,Thursday, August 3, 2023
GOLF,0.9065,670.2M,3.85B,Before Market Open,Thursday, August 3, 2023
PGNY,0.1028,261.91M,3.83B,After Market Close,Thursday, August 3, 2023
SEM,0.5391,1.64B,3.82B,After Market Close,Thursday, August 3, 2023
EXPI,0.085,1.19B,3.73B,After Market Close,Thursday, August 3, 2023
NTLA,-1.32,12.08M,3.73B,Before Market Open,Thursday, August 3, 2023
CRC,0.7502,537.26M,3.71B,After Market Close,Thursday, August 3, 2023
TYOYY,-0.0392,538.52M,3.71B,After Market Close,Thursday, August 3, 2023
ACA,0.586,575.68M,3.65B,After Market Close,Thursday, August 3, 2023
APPN,-0.4257,124.29M,3.63B,After Market Close,Thursday, August 3, 2023
DOC,0.0507,135.77M,3.62B,Before Market Open,Thursday, August 3, 2023
BE,-0.1451,312.85M,3.62B,After Market Close,Thursday, August 3, 2023
APLE,0.29,354.11M,3.54B,After Market Close,Thursday, August 3, 2023
NVMI,1,121.69M,3.53B,Before Market Open,Thursday, August 3, 2023
PRTA,-0.9591,5.09M,3.52B,After Market Close,Thursday, August 3, 2023
SYNA,0.4304,222.91M,3.49B,After Market Close,Thursday, August 3, 2023
BHC,0.7472,2.04B,3.48B,Before Market Open,Thursday, August 3, 2023
ITRI,0.3055,515.88M,3.48B,Before Market Open,Thursday, August 3, 2023
ENOV,0.5257,419.97M,3.45B,After Market Close,Thursday, August 3, 2023
TGNA,0.432,734.76M,3.41B,Before Market Open,Thursday, August 3, 2023
MAIN,1.01,121.29M,3.40B,After Market Close,Thursday, August 3, 2023
ZD,1.21,323.65M,3.39B,After Market Close,Thursday, August 3, 2023
ENV,0.4654,315.55M,3.34B,After Market Close,Thursday, August 3, 2023
LOPE,0.8933,208.22M,3.27B,After Market Close,Thursday, August 3, 2023
PBH,1.01,278.79M,3.22B,Before Market Open,Thursday, August 3, 2023
SHAK,0.0999,274.47M,3.21B,Before Market Open,Thursday, August 3, 2023
CYTK,-1.14,5.67M,3.18B,After Market Close,Thursday, August 3, 2023
EURN,0.6701,330.11M,3.16B,Before Market Open,Thursday, August 3, 2023
IAS,0.02,112.32M,3.15B,After Market Close,Thursday, August 3, 2023
IRTC,-0.7486,120.34M,3.14B,After Market Close,Thursday, August 3, 2023
OPEN,-0.2868,1.82B,3.14B,After Market Close,Thursday, August 3, 2023
PRVA,0.0881,392.06M,3.12B,Before Market Open,Thursday, August 3, 2023
ROG,1.03,241.05M,3.11B,After Market Close,Thursday, August 3, 2023
ESMT,0.0722,93.13M,3.1B,Before Market Open,Thursday, August 3, 2023
YELP,0.1557,325.49M,3.09B,After Market Close,Thursday, August 3, 2023
SPT,-0.018,78.73M,3.08B,After Market Close,Thursday, August 3, 2023
AZTA,-0.026,153.81M,3.06B,After Market Close,Thursday, August 3, 2023
RARE,-2.09,107.1M,3.05B,After Market Close,Thursday, August 3, 2023
IBOC,--,--,3.04B,After Market Close,Thursday, August 3, 2023
PTCT,-1.58,206.84M,3.04B,After Market Close,Thursday, August 3, 2023
WD,1.04,259.79M,3.03B,Before Market Open,Thursday, August 3, 2023
MCW,0.0885,241.78M,3.00B,After Market Close,Thursday, August 3, 2023
WERN,0.5807,819.72M,2.99B,After Market Close,Thursday, August 3, 2023
TMDX,-0.1301,42.43M,2.97B,After Market Close,Thursday, August 3, 2023
INSM,-1.13,71.01M,2.91B,Before Market Open,Thursday, August 3, 2023
CCOI,-0.0129,263.17M,2.89B,After Market Close,Thursday, August 3, 2023
DQ,5.39,1.08B,2.88B,Before Market Open,Thursday, August 3, 2023
CSWI,1.8,213.7M,2.80B,Before Market Open,Thursday, August 3, 2023
HASI,0.5332,37.52M,2.76B,After Market Close,Thursday, August 3, 2023
PZZA,0.5887,531.61M,2.72B,Before Market Open,Thursday, August 3, 2023
REZI,0.4632,1.62B,2.72B,After Market Close,Thursday, August 3, 2023
GLPG,-0.8166,117.16M,2.71B,After Market Close,Thursday, August 3, 2023
LSPD,-0.0399,197.74M,2.61B,After Market Close,Thursday, August 3, 2023
SKT,0.1613,99.35M,2.56B,After Market Close,Thursday, August 3, 2023
CARG,0.2328,230.39M,2.52B,After Market Close,Thursday, August 3, 2023
MGPI,1.25,205.15M,2.51B,Before Market Open,Thursday, August 3, 2023
OUT,0.2356,472.7M,2.51B,After Market Close,Thursday, August 3, 2023
CVCO,5.73,537.9M,2.51B,After Market Close,Thursday, August 3, 2023
MWA,0.1994,351.74M,2.5B,After Market Close,Thursday, August 3, 2023
ACIW,-0.1089,306.01M,2.48B,Before Market Open,Thursday, August 3, 2023
IDCC,0.68,102.39M,2.45B,Before Market Open,Thursday, August 3, 2023
HEP,0.4595,149.94M,2.43B,Before Market Open,Thursday, August 3, 2023
ROSYY,--,--,2.43B,After Market Close,Thursday, August 3, 2023
KTB,0.6341,610.94M,2.37B,Before Market Open,Thursday, August 3, 2023
HTGC,0.4862,108.52M,2.33B,After Market Close,Thursday, August 3, 2023
TNDM,-0.4993,197.62M,2.31B,After Market Close,Thursday, August 3, 2023
PAX,0.2779,62.03M,2.26B,Before Market Open,Thursday, August 3, 2023
ABCL,-0.1267,12.38M,2.22B,After Market Close,Thursday, August 3, 2023
VCTR,1.11,206.13M,2.22B,After Market Close,Thursday, August 3, 2023
ICFI,1.45,484.62M,2.21B,After Market Close,Thursday, August 3, 2023
BGC,0.21,491.3M,2.21B,After Market Close,Thursday, August 3, 2023
ERO,0.2627,107.22M,2.15B,After Market Close,Thursday, August 3, 2023
CPK,0.9683,158.23M,2.11B,After Market Close,Thursday, August 3, 2023
ATEC,-0.19,109.89M,2.07B,After Market Close,Thursday, August 3, 2023
CTRE,0.2267,49.36M,2.07B,After Market Close,Thursday, August 3, 2023
COHU,0.4363,166.85M,2.02B,Before Market Open,Thursday, August 3, 2023
CSIOY,0.8425,442.34M,2.02B,After Market Close,Thursday, August 3, 2023
EPC,0.8112,642.46M,2.02B,Before Market Open,Thursday, August 3, 2023
LAUR,0.52,436.9M,2B,Before Market Open,Thursday, August 3, 2023
FUN,1.11,513.74M,1.98B,Before Market Open,Thursday, August 3, 2023
NS,0.1716,380.49M,1.96B,Before Market Open,Thursday, August 3, 2023
GSAT,-0.0013,51.39M,1.96B,After Market Close,Thursday, August 3, 2023
UPBD,0.7488,973.93M,1.92B,Before Market Open,Thursday, August 3, 2023
SWTX,-1.26,0.00,1.91B,After Market Close,Thursday, August 3, 2023
VIR,-1.2,22.42M,1.89B,After Market Close,Thursday, August 3, 2023
KTOS,0.0567,235.93M,1.88B,After Market Close,Thursday, August 3, 2023
SBLK,0.641,203.57M,1.87B,After Market Close,Thursday, August 3, 2023
MYGN,-0.0778,187.07M,1.83B,After Market Close,Thursday, August 3, 2023
DVAX,-0.0929,48.39M,1.83B,After Market Close,Thursday, August 3, 2023
DH,0.0404,61.69M,1.8B,After Market Close,Thursday, August 3, 2023
CRSR,0.0865,322.85M,1.78B,After Market Close,Thursday, August 3, 2023
DRH,0.1867,296.72M,1.78B,After Market Close,Thursday, August 3, 2023
AUPH,-0.1833,37.9M,1.76B,Before Market Open,Thursday, August 3, 2023
OERLY,--,798.9M,1.75B,After Market Close,Thursday, August 3, 2023
VRNA,-0.032,0.00,1.73B,Before Market Open,Thursday, August 3, 2023
SWI,0.1667,178.99M,1.68B,Before Market Open,Thursday, August 3, 2023
UDMY,-0.075,173.11M,1.67B,After Market Close,Thursday, August 3, 2023
PTLO,0.1326,169.59M,1.65B,Before Market Open,Thursday, August 3, 2023
PGTI,0.5789,390.95M,1.65B,Before Market Open,Thursday, August 3, 2023
TSLX,0.5476,99.88M,1.62B,After Market Close,Thursday, August 3, 2023
GERN,-0.0833,66K,1.62B,After Market Close,Thursday, August 3, 2023
RLJ,0.1975,354.73M,1.61B,After Market Close,Thursday, August 3, 2023
IMKTA,--,--,1.6B,After Market Close,Thursday, August 3, 2023
GSBD,0.5507,107.85M,1.59B,After Market Close,Thursday, August 3, 2023
AMEH,0.2491,341.97M,1.58B,After Market Close,Thursday, August 3, 2023
SAND,0.0198,40M,1.58B,After Market Close,Thursday, August 3, 2023
RDFN,-0.3358,275.7M,1.57B,After Market Close,Thursday, August 3, 2023
NWN,0.0917,202.82M,1.56B,Before Market Open,Thursday, August 3, 2023
TTEC,0.4725,597.45M,1.55B,After Market Close,Thursday, August 3, 2023
USM,0.0896,993.09M,1.52B,After Market Close,Thursday, August 3, 2023
CARS,0.4642,168.98M,1.50B,After Market Close,Thursday, August 3, 2023
SEMR,-0.0165,74.42M,1.49B,After Market Close,Thursday, August 3, 2023
DGII,0.474,109.27M,1.49B,Before Market Open,Thursday, August 3, 2023
CIM,0.1655,80.3M,1.48B,Before Market Open,Thursday, August 3, 2023
AGIO,-1.56,6.54M,1.48B,Before Market Open,Thursday, August 3, 2023
MDRX,0.2387,156.85M,1.48B,After Market Close,Thursday, August 3, 2023
SNDX,-0.7233,0.00,1.46B,After Market Close,Thursday, August 3, 2023
BCRX,-0.234,81.41M,1.45B,Before Market Open,Thursday, August 3, 2023
XNCR,-0.7971,26.25M,1.45B,After Market Close,Thursday, August 3, 2023
TNK,4.28,242.61M,1.44B,Before Market Open,Thursday, August 3, 2023
OPK,-0.0717,201.97M,1.44B,After Market Close,Thursday, August 3, 2023
ORLA,0.0491,58.15M,1.43B,After Market Close,Thursday, August 3, 2023
ECVT,0.2723,197.04M,1.42B,Before Market Open,Thursday, August 3, 2023
ATSG,0.365,514.07M,1.4B,After Market Close,Thursday, August 3, 2023
FUWAY,-0.0215,1.8B,1.35B,After Market Close,Thursday, August 3, 2023
SABR,-0.225,712.01M,1.34B,Before Market Open,Thursday, August 3, 2023
SBH,0.494,945.32M,1.30B,Before Market Open,Thursday, August 3, 2023
UNIT,0.1153,290.73M,1.3B,Before Market Open,Thursday, August 3, 2023
TVTX,-1.07,53.71M,1.29B,After Market Close,Thursday, August 3, 2023
GDEV,--,--,1.28B,After Market Close,Thursday, August 3, 2023
DSGR,0.53,359.45M,1.28B,Before Market Open,Thursday, August 3, 2023
BFS,--,62.36M,1.27B,After Market Close,Thursday, August 3, 2023
MRUS,-0.8744,11.33M,1.27B,After Market Close,Thursday, August 3, 2023
SPPJY,-0.0134,1.34B,1.26B,Before Market Open,Thursday, August 3, 2023
PLYA,0.136,280.25M,1.25B,After Market Close,Thursday, August 3, 2023
KROS,-1.34,260K,1.24B,After Market Close,Thursday, August 3, 2023
TRUP,-0.4113,262.78M,1.22B,After Market Close,Thursday, August 3, 2023
SNCY,0.4025,258.17M,1.2B,After Market Close,Thursday, August 3, 2023
KYMR,-0.6382,13.93M,1.20B,Before Market Open,Thursday, August 3, 2023
REPL,-0.8023,0.00,1.2B,After Market Close,Thursday, August 3, 2023
FIGS,0.0036,133.07M,1.20B,After Market Close,Thursday, August 3, 2023
MFA,0.384,58.18M,1.18B,Before Market Open,Thursday, August 3, 2023
GEL,0.27,383.26M,1.18B,Before Market Open,Thursday, August 3, 2023
DMLP,--,--,1.18B,After Market Close,Thursday, August 3, 2023
EB,-0.14,78.9M,1.16B,After Market Close,Thursday, August 3, 2023
GNL,-0.02,95.79M,1.12B,Before Market Open,Thursday, August 3, 2023
MD,0.4021,495.86M,1.12B,Before Market Open,Thursday, August 3, 2023
SANA,-0.4227,0.00,1.11B,After Market Close,Thursday, August 3, 2023
FVRR,0.3742,89.26M,1.1B,Before Market Open,Thursday, August 3, 2023
ALHC,-0.183,438.97M,1.08B,After Market Close,Thursday, August 3, 2023
AHH,0.09,57.4M,1.08B,Before Market Open,Thursday, August 3, 2023
PLL,0.4681,42.17M,1.04B,After Market Close,Thursday, August 3, 2023
DCPH,-0.62,36.1M,1.04B,After Market Close,Thursday, August 3, 2023
STEM,-0.1654,91.89M,1.03B,After Market Close,Thursday, August 3, 2023
TMST,0.5667,357.5M,1.01B,After Market Close,Thursday, August 3, 2023
BCYC,-1.2,5.78M,1.01B,After Market Close,Thursday, August 3, 2023
XPOF,0.1391,71.95M,1.01B,After Market Close,Thursday, August 3, 2023
GDOT,0.3633,334.48M,1B,After Market Close,Thursday, August 3, 2023
PLYM,-0.1075,49.65M,990.11M,Before Market Open,Thursday, August 3, 2023
MIRM,-0.7245,30.23M,987.6M,After Market Close,Thursday, August 3, 2023
ACEL,0.1875,279.7M,966.70M,After Market Close,Thursday, August 3, 2023
SPH,-0.075,270M,953.70M,Before Market Open,Thursday, August 3, 2023
THR,0.28,101.17M,934.31M,Before Market Open,Thursday, August 3, 2023
BGS,0.0992,471.64M,932.97M,After Market Close,Thursday, August 3, 2023
COMM,0.3663,2.03B,931.47M,Before Market Open,Thursday, August 3, 2023
DIN,1.54,209.66M,925.1M,Before Market Open,Thursday, August 3, 2023
TDS,-0.0424,1.29B,903.96M,After Market Close,Thursday, August 3, 2023
BSIG,0.285,94.9M,893.97M,Before Market Open,Thursday, August 3, 2023
PRDO,0.46,179.4M,884.64M,After Market Close,Thursday, August 3, 2023
PRM,-0.0314,94.42M,863.69M,Before Market Open,Thursday, August 3, 2023
WW,0.1123,227.44M,857.41M,After Market Close,Thursday, August 3, 2023
PWP,0.105,141.36M,855.10M,Before Market Open,Thursday, August 3, 2023
IMOS,0.3326,170.96M,835.64M,Before Market Open,Thursday, August 3, 2023
THRY,0.55,252.03M,817.66M,After Market Close,Thursday, August 3, 2023
PHAR,-0.0967,53.23M,811.61M,Before Market Open,Thursday, August 3, 2023
WLKP,0.3814,346.55M,810.46M,Before Market Open,Thursday, August 3, 2023
DLX,0.6967,547.93M,802.72M,Before Market Open,Thursday, August 3, 2023
KOP,1.08,533.33M,784.37M,Before Market Open,Thursday, August 3, 2023
COLL,1.21,138.41M,776.65M,After Market Close,Thursday, August 3, 2023
GSL,2.1,158.52M,766.11M,Before Market Open,Thursday, August 3, 2023
GDYN,0.079,76.63M,765.44M,After Market Close,Thursday, August 3, 2023
BIGC,-0.0919,73.36M,762.28M,After Market Close,Thursday, August 3, 2023
GHLD,0.0957,177.62M,761.42M,After Market Close,Thursday, August 3, 2023
BALY,-0.187,608.67M,746.66M,Before Market Open,Thursday, August 3, 2023
CHUY,0.5344,118.13M,743.65M,After Market Close,Thursday, August 3, 2023
KURA,-0.5442,0.00,738.77M,After Market Close,Thursday, August 3, 2023
BV,0.3867,778.11M,728.37M,Before Market Open,Thursday, August 3, 2023
MYE,0.35,222.86M,722.34M,Before Market Open,Thursday, August 3, 2023
CRAI,1.36,157.45M,715.97M,Before Market Open,Thursday, August 3, 2023
DCO,0.4433,188.96M,712.24M,Before Market Open,Thursday, August 3, 2023
NVAX,-1.52,237.39M,707.7M,After Market Close,Thursday, August 3, 2023
CLFD,0.102,53.82M,704.42M,After Market Close,Thursday, August 3, 2023
AORT,-0.055,84.24M,698.97M,After Market Close,Thursday, August 3, 2023
TCPC,0.4256,49.48M,696.1M,Before Market Open,Thursday, August 3, 2023
ACRS,-0.4501,1.9M,694.07M,After Market Close,Thursday, August 3, 2023
MLAB,0.88,51.85M,689.46M,Before Market Open,Thursday, August 3, 2023
DYN,-0.8074,0.00,686.32M,After Market Close,Thursday, August 3, 2023
ATRO,-0.03,169.58M,657.13M,After Market Close,Thursday, August 3, 2023
ATROB,-0.03,169.58M,657.13M,After Market Close,Thursday, August 3, 2023
LASR,-0.08,52.35M,649.25M,After Market Close,Thursday, August 3, 2023
KAMN,0.08,183.2M,637.62M,After Market Close,Thursday, August 3, 2023
MYPS,-0.0359,77.49M,633.98M,After Market Close,Thursday, August 3, 2023
GPRO,-0.07,221.61M,633.51M,After Market Close,Thursday, August 3, 2023
EGLE,0.7275,75.26M,626.59M,After Market Close,Thursday, August 3, 2023
MODV,1.62,653.86M,625.03M,After Market Close,Thursday, August 3, 2023
TSE,-0.3873,1.09B,620.68M,After Market Close,Thursday, August 3, 2023
ARIS,0.1229,90.46M,620.08M,After Market Close,Thursday, August 3, 2023
HAYN,0.7475,142.36M,614.15M,After Market Close,Thursday, August 3, 2023
TK,--,--,613.88M,Before Market Open,Thursday, August 3, 2023
SRRTF,--,53.9M,612.33M,Before Market Open,Thursday, August 3, 2023
ZEUS,1.15,616.8M,612.29M,After Market Close,Thursday, August 3, 2023
